Date,Speaker,text
12/7/1903,Theodore Roosevelt,"The two Governments have been uniting their efforts for a considerable time past to aid Central America in attaining the degree of peace and order which have made possible the prosperity of the northern ports of the Continent. After the peace between Guatemala, Honduras, and Salvador, celebrated under the circumstances described in my last Message, a new war broke out between the Republics of Nicaragua, Honduras, and Salvador. The effort to compose this new difficulty has resulted in the acceptance of the joint suggestion of the Presidents of Mexico and of the United States for a general peace conference between all the countries of Central America. On the 17th day of September last a protocol was signed between the representatives of the five Central American countries accredited to this Government agreeing upon a conference to be held in the City of Washington ""in order to devise the means of preserving the good relations among said Republics and bringing about permanent peace in those countries."" The protocol includes the expression of a wish that the Presidents of the United States and Mexico should appoint ""representatives to lend their good and impartial offices in a purely friendly way toward the realization of the objects of the conference."" The conference is now in session and will have our best wishes and, where it is practicable, our friendly assistance."
12/7/1903,Theodore Roosevelt,"One of the results of the Pan American Conference at Rio Janeiro in the summer of 1906 has been a great increase in the activity and usefulness of the International Bureau of American Republics. That institution, which includes all the American Republics in its membership and brings all their representatives together, is doing a really valuable work in informing the people of the United States about the other Republics and in making the United States known to them. Its action is now limited by appropriations determined when it was doing a work on a much smaller scale and rendering much less valuable service. I recommend that the contribution of this Government to the expenses of the Bureau be made commensurate with its increased work."
12/2/1913,Woodrow Wilson,"In pursuance of my constitutional duty to ""give to the Congress information of the state of the Union,"" I take the liberty of addressing you on several matters which ought, as it seems to me, particularly to engage the attention of your honorable bodies, as of all who study the welfare and progress of the Nation."
12/2/1913,Woodrow Wilson,"I shall ask your indulgence if I venture to depart in some degree from the usual custom of setting before you in formal review the many matters which have engaged the attention and called for the action of the several departments of the Government or which look to them for early treatment in the future, because the list is long, very long, and would suffer in the abbreviation to which I should have to subject it. I shall submit to you the reports of the heads of the several departments, in which these subjects are set forth in careful detail, and beg that they may receive the thoughtful attention of your committees and of all Members of the Congress who may have the leisure to study them. Their obvious importance, as constituting the very substance of the business of the Government, makes comment and emphasis on my part unnecessary."
12/2/1913,Woodrow Wilson,"The country, I am thankful to say, is at peace with all the world, and many happy manifestations multiply about us of a growing cordiality and sense of community of interest among the nations, foreshadowing an age of settled peace and good will. More and more readily each decade do the nations manifest their willingness to bind themselves by solemn treaty to the processes of peace, the processes of frankness and fair concession. So far the United States has stood at the front of such negotiations. She will, I earnestly hope and confidently believe, give fresh proof of her sincere adherence to the cause of international friendship by ratifying the several treaties of arbitration awaiting renewal by the Senate. In addition to these, it has been the privilege of the Department of State to gain the assent, in principle, of no less than 31 nations, representing four-fifths of the population of the world, to the negotiation of treaties by which it shall be agreed that whenever differences of interest or of policy arise which can not be resolved by the ordinary processes of diplomacy they shall be publicly analyzed, discussed, and reported upon by a tribunal chosen by the parties before either nation determines its course of action."
12/2/1913,Woodrow Wilson,"There is only one possible standard by which to determine controversies between the United States and other nations, and that is com- pounded of these two elements: Our own honor and our obligations to the peace of the world. A test so compounded ought easily to be made to govern both the establishment of new treaty obligations and the interpretation of those already assumed."
12/2/1913,Woodrow Wilson,"There is but one cloud upon our horizon. That has shown itself to the south of us, and hangs over Mexico. There can be no certain prospect of peace in America until Gen. Huerta has surrendered his usurped authority in Mexico; until it is understood on all hands, indeed, that such pretended governments will not be countenanced or dealt with by-the Government of the United States. We are the friends of constitutional government in America; we are more than its friends, we are its champions; because in no other way can our neighbors, to whom we would wish in every way to make proof of our friendship, work out their own development in peace and liberty. Mexico has no Government. The attempt to maintain one at the City of Mexico has broken down, and a mere military despotism has been set up which has hardly more than the semblance of national authority. It originated in the usurpation of Victoriano Huerta, who, after a brief attempt to play the part of constitutional President, has at last cast aside even the pretense of legal right and declared himself dictator. As a consequence, a condition of affairs now exists in Mexico which has made it doubtful whether even the most elementary and fundamental rights either of her own people or of the citizens of other countries resident within her territory can long be successfully safeguarded, and which threatens, if long continued, to imperil the interests of peace, order, and tolerable life in the lands immediately to the south of us. Even if the usurper had succeeded in his purposes, in despite of the constitution of the Republic and the rights of its people, he would have set up nothing but a precarious and hateful power, which could have lasted but a little while, and whose eventual downfall would have left the country in a more deplorable condition than ever. But he has not succeeded. He has forfeited the respect and the moral support even of those who were at one time willing to see him succeed. Little by little he has been completely isolated. By a little every day his power and prestige are crumbling and the collapse is not far away. We shall not, 1 believe, be obliged to alter our policy of watchful waiting. And then, when the end comes, we shall hope to see constitutional order restored in distressed Mexico by the concert and energy of such of her leaders as prefer the liberty of their people to their own ambitions."
12/2/1913,Woodrow Wilson,"I turn to matters of domestic concern. You already have under consideration a bill for the reform of our system of banking and currency, for which the country waits with impatience, as for something fundamental to its whole business life and necessary to set credit free from arbitrary and artificial restraints. I need not say how earnestly I hope for its early enactment into law. I take leave to beg that the whole energy and attention of the Senate be concentrated upon it till the matter is successfully disposed of. And yet I feel that the request is not needed-that the Members of that great House need no urging in this service to the country."
12/2/1913,Woodrow Wilson,"I present to you, in addition, the urgent necessity that special provision be made also for facilitating the credits needed by the farmers of the country. The pending currency bill does the farmers a great service. It puts them upon an equal footinig with other business men and masters of enterprise, as it should; and upon its passage they will find themselves quit of many of the difficulties which now hamper them in the field of credit. The farmers, of course, ask and should be given no special privilege, such as extending to them the credit of the Government itself. What they need and should obtain is legislation which will make their own abundant and substantial credit resources available as a foundation for joint, concerted local action in their own behalf in getting the capital they must use. It is to this we should now address ourselves."
12/2/1913,Woodrow Wilson,"It has, singularly enough, come to pass that we have allowed the industry of our farms to lag behind the other activities of the country in its development. I need not stop to tell you how fundamental to the life of the Nation is the production of its food. Our thoughts may ordinarily be concentrated upon the cities and the hives of industry, upon the cries of the crowded market place and the clangor of the factory, but it is from the quiet interspaces of the open valleys and the free hillsides that we draw the sources of life and of prosperity, from the farm and the ranch, from the forest and the mine. Without these every street would be silent, every office deserted, every factory fallen into disrepair. And yet the farmer does not stand upon the same footing with the forester and the miner in the market of credit. He is the servant of the seasons. Nature determines how long he must wait for his crops, and will not be hurried in her processes. He may give his note, but the season of its maturity depends upon the season when his crop matures, lies at the gates of the market where his products are sold. And the security he gives is of a character not known in the broker's office or as familiarly as it might be on the counter of the banker."
12/2/1913,Woodrow Wilson,"The Agricultural Department of the Government is seeking to assist as never before to make farming an efficient business, of wide co-operative effort, in quick touch with the markets for foodstuffs. The farmers and the Government will henceforth work together as real partners in this field, where we now begin to see our way very clearly and where many intelligent plans are already being put into execution. The Treasury of the United States has, by a timely and well-considered distribution of its deposits, facilitated the moving of the crops in the present season and prevented the scarcity of available funds too often experienced at such times. But we must not allow ourselves to depend upon extraordinary expedients. We must add the means by which the, farmer may make his credit constantly and easily available and command when he will the capital by which to support and expand his business. We lag behind many other great countries of the modern world in attempting to do this. Systems of rural credit have been studied and developed on the other side of the water while we left our farmers to shift for themselves in the ordinary money market. You have but to look about you in any rural district to see the result, the handicap and embarrassment which nave been put upon those who produce our food."
12/2/1913,Woodrow Wilson,"Conscious of this backwardness and neglect on our part, the Congress recently authorized the creation of a special commission to study the various systems of rural credit which have been put into operation in Europe, and this commission is already prepared to report. Its report ought to make it easier for us to determine what methods will be best suited to our own farmers. I hope and believe that the committees of the Senate and House will address themselves to this matter with the most fruitful results, and I believe that the studies and recently formed plans of the Department of Agriculture may be made to serve them very greatly in their work of framing appropriate and adequate legislation. It would be indiscreet and presumptuous in anyone to dogmatize upon so great and many-sided a question, but I feel confident that common counsel will produce the results we must all desire."
12/2/1913,Woodrow Wilson,"Turn from the farm to the world of business which centers in the city and in the factory, and I think that all thoughtful observers will agree that the immediate service we owe the business communities of the country is to prevent private monopoly more effectually than it has yet been prevented. I think it will be easily agreed that we should let the Sherman anti-trust law stand, unaltered, as it is, with its debatable ground about it, but that we should as much as possible reduce the area of that debatable ground by further and more explicit legislation; and should also supplement that great act by legislation which will not only clarify it but also facilitate its administration and make it fairer to all concerned. No doubt we shall all wish, and the country will expect, this to be the central subject of our deliberations during the present session; but it is a subject so manysided and so deserving of careful and discriminating discussion that 1 shall take the liberty of addressing you upon it in a special message at a later date than this. It is of capital importance that the business men of this country should be relieved of all uncertainties of law with regard to their enterprises and investments and a clear path indicated which they can travel without anxiety. It is as important that they should be relieved of embarrassment and set free to prosper as that private monopoly should be destroyed. The ways of action should be thrown wide open."
12/2/1913,Woodrow Wilson,"I turn to a subject which I hope can be handled promptly and without serious controversy of any kind. I mean the method of selecting nominees for the Presidency of the United States. I feel confident that I do not misinterpret the wishes or the expectations of the country when I urge the prompt enactment of legislation which will provide for primary elections throughout the country at which the voters of the several parties may choose their nominees for the Presidency without the intervention of nominating conventions. I venture the suggestion that this legislation should provide for the retention of party conventions, but only for the purpose of declaring and accepting the verdict of the primaries and formulating the platforms of the parties; and I suggest that these conventions should consist not of delegates chosen for this single purpose, but of the nominees for Congress, the nominees for vacant seats in the Senate of the United States, the Senators whose terms have not yet closed, the national committees, and the candidates for the Presidency themselves, in order that platforms may be framed by those responsible to the people for carrying them into effect."
12/2/1913,Woodrow Wilson,"These are all matters of vital domestic concern, and besides them, outside the charmed circle of our own national life in which our affections command us, as well as our consciences, there stand out our obligations toward our territories over sea. Here we are trustees. Porto Rico, Hawaii, the Philippines, are ours, indeed, but not ours to do what we please with. Such territories, once regarded as mere possessions, are no longer to be selfishly exploited; they are part of the domain of public conscience and of serviceable and enlightened statesmanship. We must administer them for the people who live in them and with the same sense of responsibility to them as toward our own people in our domestic affairs. No doubt we shall successfully enough bind Porto Rico and the Hawaiian Islands to ourselves by ties of justice and interest and affection, but the performance of our duty toward the Philippines is a more difficult and debatable matter. We can satisfy the obligations of generous justice toward the people of Porto Rico by giving them the ample and familiar rights and privileges accorded our own citizens in our own territories and our obligations toward the people of Hawaii by perfecting the provisions for self-government already granted them, but in the Philippines we must go further. We must hold steadily in view their ultimate independence, and we must move toward the time of that independence as steadily as the way can be cleared and the foundations thoughtfully and permanently laid."
12/2/1913,Woodrow Wilson,"Acting under the authority conferred upon the President by Congress, I have already accorded the people of the islands a majority in both houses of their legislative body by appointing five instead of four native citizens to the membership of the commission. I believe that in this way we shall make proof of their capacity in counsel and their sense of responsibility in the exercise of political power, and that the success of this step will be sure to clear our view for the steps which are to follow. Step by step we should extend and perfect the system of self-government in the islands, making test of them and modifying them as experience discloses their successes and their failures; that we should more and more put under the control of the native citizens of the archipelago the essential instruments of their life, their local instrumentalities of government, their schools, all the common interests of their communities, and so by counsel and experience set tip a government which all the world will see to be suitable to a people whose affairs are under their own control. At last, I hope and believe, we are beginning to gain the confidence of the Filipino peoples. By their counsel and experience, rather than by our own, we shall learn how best to serve them and how soon it will be possible and wise to withdraw our supervision. Let us once find the path and set out with firm and confident tread upon it and we shall not wander from it or linger upon it."
12/2/1913,Woodrow Wilson,"A duty faces us with regard to Alaska which seems to me very pressing and very imperative; perhaps I should say a double duty, for it concerns both the political and the material development of the Territory. The people of Alaska should be given the full Territorial form of government, and Alaska, as a storehouse, should be unlocked. One key to it is a system of railways. These the Government should itself build and administer, and the ports and terminals it should itself control in the interest of all who wish to use them for the service and development of the country and its people."
12/2/1913,Woodrow Wilson,"But the construction of railways is only the first step; is only thrusting in the key to the storehouse and throwing back the lock and opening the door. How the tempting resources of the country are to be exploited is another matter, to which I shall take the liberty of from time to time calling your attention, for it is a policy which must be worked out by well-considered stages, not upon theory, but upon lines of practical expediency. It is part of our general problem of conservation. We have a freer hand in working out the problem in Alaska than in the States of the Union; and yet the principle and object are the same, wherever we touch it. We must use the resources of the country, not lock them up. There need be no conflict or jealousy as between State and Federal authorities, for there can be no essential difference of purpose between them. The resources in question must be used, but not destroyed or wasted; used, but not monopolized upon any narrow idea of individual rights as against the abiding interests of communities. That a policy can be worked out by conference and concession which will release these resources and yet not jeopard or dissipate them, I for one have no doubt; and it can be done on lines of regulation which need be no less acceptable to the people and governments of the States concerned than to the people and Government of the Nation at large, whose heritage these resources are. We must bend our counsels to this end. A common purpose ought to make agreement easy."
12/2/1913,Woodrow Wilson,"Three or four matters of special importance and significance I beg, that you will permit me to mention in closing."
12/2/1913,Woodrow Wilson,Our Bureau of Mines ought to be equipped and empowered to render even more effectual service than it renders now in improving the conditions of mine labor and making the mines more economically productive as well as more safe. This is an all-important part of the work of conservation; and the conservation of human life and energy lies even nearer to our interests than the preservation from waste of our material resources.
12/2/1913,Woodrow Wilson,"We owe it, in mere justice to the railway employees of the country, to provide for them a fair and effective employers' liability act; and a law that we can stand by in this matter will be no less to the advantage of those who administer the railroads of the country than to the advantage of those whom they employ. The experience of a large number of the States abundantly proves that."
12/2/1913,Woodrow Wilson,We ought to devote ourselves to meeting pressing demands of plain justice like this as earnestly as to the accomplishment of political and economic reforms. Social justice comes first. Law is the machinery for its realization and is vital only as it expresses and embodies it.
12/2/1913,Woodrow Wilson,"An international congress for the discussion of all questions that affect safety at sea is now sitting in London at the suggestion of our own Government. So soon as the conclusions of that congress can be learned and considered we ought to address ourselves, among other things, to the prompt alleviation of the very unsafe, unjust, and burdensome conditions which now surround the employment of sailors and render it extremely difficult to obtain the services of spirited and competent men such as every ship needs if it is to be safely handled and brought to port."
12/2/1913,Woodrow Wilson,"May I not express the very real pleas-are I have experienced in co-operating with this Congress and sharing with it the labors of common service to which it has devoted itself so unreservedly during the past seven months of uncomplaining concentration upon the business of legislation? Surely it is a proper and pertinent part of my report on ""the state of the Union"" to express my admiration for the diligence, the good temper, and the full comprehension of public duty which has already been manifested by both the Houses; and I hope that it may not be deemed an impertinent intrusion of myself into the picture if I say with how much and how constant satisfaction I have availed myself of the privilege of putting my time and energy at their disposal alike in counsel and in action."
12/6/1921,Warren Harding,"It is a very gratifying privilege to come to the Congress with the Republic at peace with all the nations of the world. More, it is equally gratifying to report that our country is not only free from every impending, menace of war, but there are growing assurances of the permanency of the peace which we so deeply cherish."
12/6/1921,Warren Harding,"For approximately ten years we have dwelt amid menaces of war or as participants in war's actualities, and the inevitable aftermath, with its disordered conditions, bits added to the difficulties of government which adequately can not be appraised except by, those who are in immediate contact and know the responsibilities. Our tasks would be less difficult if we had only ourselves to consider, but so much of the world was involved, the disordered conditions are so well-nigh universal, even among nations not engaged in actual warfare, that no permanent readjustments can be effected without consideration of our inescapable relationship to world affairs in finance and trade. Indeed, we should be unworthy of our best traditions if we were unmindful of social, moral, and political conditions which are not of direct concern to us, but which do appeal to the human sympathies and the very becoming interest of a people blest with our national good fortune."
12/6/1921,Warren Harding,"It is not my purpose to bring to you a program of world restoration. In the main such a program must be worked out by the nations more directly concerned. They must themselves turn to the heroic remedies for the menacing conditions under which they are struggling, then we can help, and we mean to help. We shall do so unselfishly because there is compensation in the consciousness of assisting, selfishly because the commerce and international exchanges in trade, which marked our high tide of fortunate advancement, are possible only when the nations of all continents are restored to stable order and normal relationship."
12/6/1921,Warren Harding,"In the main the contribution of this Republic to restored normalcy in the world must come through the initiative of the executive branch of the Government, but the best of intentions and most carefully considered purposes would fail utterly if the sanction and the cooperation of Congress were not cheerfully accorded."
12/6/1921,Warren Harding,"I am very sure we shall have no conflict of opinion about constitutional duties or authority. During the anxieties of war, when necessity seemed compelling there were excessive grants of authority and all extraordinary concentration of powers in the Chief Executive. The repeal of war-time legislation and the automatic expirations which attended the peace proclamations have put an end to these emergency excesses but I have the wish to go further than that. I want to join you in restoring, in the most cordial way, the spirit of coordination and cooperation, and that mutuality of confidence and respect which is necessary ill representative popular government."
12/6/1921,Warren Harding,"Encroachment upon the functions of Congress or attempted dictation of its policy are not to be thought of, much less attempted, but there is all insistent call for harmony of purpose and concord of action to speed the solution of the difficult problems confronting both the legislative and executive branches of the Government."
12/6/1921,Warren Harding,"It is worth while to make allusion here to the character of our Clove Government, mindful as one must be that an address to you is no less it message to all our people, for whom you speak most intimately. Ours is it popular Government through political parties. We divide along political lines, and I would ever have it so. I do not mean that partisan preferences should hinder any public servant in the performance of a conscientious and patriotic official duty. We saw partisan lines utterly obliterated when war imperiled, and our faith in the Republic was riveted anew. We ought not to find these partisan lines obstructing the expeditious solution of the urgent problems of peace."
12/6/1921,Warren Harding,"Granting that we are fundamentally a representative popular Government, with political parties the governing agencies, I believe the political party in power should assume responsibility, determine upon policies ill the conference which supplements conventions and election campaigns, and then strive for achievement through adherence to the accepted policy."
12/6/1921,Warren Harding,"There is vastly greater security, immensely more of the national viewpoint, much larger and prompter accomplishment where our divisions are along party lines, in the broader and loftier sense, than to divide geographically, or according to pursuits, or personal folloing. For a century and a third, parties have been charged with responsibility and held to strict accounting. When they fail, they are relieved of authority; and the system has brought its to a national eminence no less than a world example."
12/6/1921,Warren Harding,"Necessarily legislation is a matter of compromise. The full ideal is seldom attained. In that meeting of minds necessary to insure results, there must and will be accommodations and compromises, but in the estimate of convictions and sincere purposes the supreme responsibility to national interest must not be ignored. The shield to the high-minded public servant who adheres to party policy is manifest, but the higher purpose is the good of the Republic as a whole."
12/6/1921,Warren Harding,"It would be ungracious to withhold acknowledgment of the really large volume and excellent quality of work accomplished by the extraordinary session of Congress which so recently adjourned. I am not unmindful of the very difficult tasks with which you were called to deal, and no one can ignore the insistent conditions which, during recent years, have called for the continued and almost exclusive attention of your membership to public work. It would suggest insincerity if I expressed complete accord with every expression recorded in your roll calls, but we are all agreed about the difficulties and the inevitable divergence of opinion in seeking the reduction, amelioration and readjustment of the burdens of taxation. Later on, when other problems are solved, I shall make some recommendations about renewed consideration of our tax program, but for the immediate time before us we must be content with the billion dollar reduction in the tax draft upon the people, and diminished irritations, banished uncertainty and improved methods of collection. By your sustainment of the rigid economies already inaugurated, with hoped-for extension of these economies and added efficiencies in administration, I believe further reductions may be enacted and hindering burdens abolished."
12/6/1921,Warren Harding,"In these urgent economies we shall be immensely assisted by the budget system for which you made provision in the extraordinary session. The first budget is before you. Its preparation is a signal achievement, and the perfection of the system, a thing impossible in the few months available for its initial trial, will mark its enactment as the beginning of the greatest reformation in governmental practices since the beginning of the Republic."
12/6/1921,Warren Harding,"There is pending a grant of authority to the administrative branch of the Government for the funding and settlement of our vast foreign loans growing out of our grant of war credits. With the hands of the executive branch held impotent to deal with these debts we are hindering urgent readjustments among our debtors and accomplishing nothing for ourselves. I think it is fair for the Congress to assume that the executive branch of the Government would adopt no major policy in dealing with these matters which would conflict with the purpose of Congress in authorizing the loans, certainly not without asking congressional approval, but there are minor problems incident to prudent loan transactions and the safeguarding of our interests which can not even be attempted without this authorization. It will be helpful to ourselves and it will improve conditions among our debtors if funding and the settlement of defaulted interest may be negotiated."
12/6/1921,Warren Harding,"The previous Congress, deeply concerned in behalf of our merchant marine, in 1920 enacted the existing shipping law, designed for the upbuilding of the American merchant marine. Among other things provided to encourage our shipping on the world's seas, the Executive was directed to give notice of the termination of all existing commercial treaties in order to admit of reduced duties on imports carried in American bottoms. During the life of the act no Executive has complied with this order of the Congress. When the present administration came into responsibility it began an early inquiry into the failure to execute the expressed purpose of the Jones Act. Only one conclusion has been possible. Frankly, Members of House and Senate, eager its I am to join you in the making of an American merchant marine commensurate with our commerce, the denouncement of out- commercial treaties would involve us in a chaos of trade relationships and add indescribably to the confusion of the already disordered commercial world. Our power to do so is not disputed, but power and ships, without comity of relationship, will not give us the expanded trade which is inseparably linked with a great merchant marine. Moreover, the applied reduction of duty, for which the treaty denouncements were necessary, encouraged only the carrying of dutiable imports to our shores, while the tonnage which unfurls the flag on the seas is both free and dutiable, and the cargoes which make it nation eminent in trade are outgoing, rather than incoming."
12/6/1921,Warren Harding,"It is not my thought to lay the problem before you in detail today. It is desired only to say to you that the executive branch of the Government, uninfluenced by the protest of any nation, for none has been made, is well convinced that your proposal, highly intended and heartily supported here, is so fraught with difficulties and so marked by tendencies to discourage trade expansion, that I invite your tolerance of noncompliance for only a few weeks until a plan may be presented which contemplates no greater draft upon the Public Treasury, and which, though yet too crude to offer it to-day, gives such promise of expanding our merchant marine, that it will argue its own approval. It is enough to say to-day that we are so possessed of ships, and the American intention to establish it merchant marine is so unalterable, that a plain of reimbursement, at no other cost than is contemplated in the existing act, will appeal to the pride and encourage the hope of all the American people."
12/6/1921,Warren Harding,"There is before you the completion of the enactment of what has been termed a ""permanent "" tariff law, the word "" permanent "" being used to distinguish it from the emergency act which the Congress expedited early in the extraordinary session, and which is the law today. I can not too strongly urge in early completion of this necessary legislation It is needed to stabilize our industry at home; it is essential to make more definite our trade relations abroad. More, it is vital to the preservation of many of our own industries which contribute so notably to the very lifeblood of our Nation."
12/6/1921,Warren Harding,"There is now, and there always will be, a storm of conflicting opinion about any tariff revision. We can not go far wrong when we base our tariffs on the policy of preserving the productive activities which enhance employment and add to our national prosperity."
12/6/1921,Warren Harding,"Again comes the reminder that we must not be unmindful of world conditions, that peoples are struggling for industrial rehabilitation and that we can not dwell in industrial and commercial exclusion and at the same time do the just thing in aiding world reconstruction and readjustment. We do not seek a selfish aloofness, and we could not profit by it, were it possible. We recognize the necessity of buying wherever we sell, and the permanency of trade lies in its acceptable exchanges. In our pursuit of markets we must give as well as receive. We can not sell to others who do not produce, nor can we buy unless we produce at home. Sensible of every obligation of humanity, commerce and finance, linked as they are in the present world condition, it is not to be argued that we need destroy ourselves to be helpful to others. With all my heart I wish restoration to the peoples blighted by the awful World War, but the process of restoration does not lie in our acceptance of like conditions. It were better to, remain on firm ground, strive for ample employment and high standards of wage at home, and point the way to balanced budgets, rigid economies, and resolute, efficient work as the necessary remedies to cure disaster."
12/6/1921,Warren Harding,"Everything relating to trade, among ourselves and among nations, has been expanded, excessive, inflated, abnormal, and there is a madness in finance which no American policy alone will cure. We are a creditor Nation, not by normal processes, but made so by war. It is not an unworthy selfishness to seek to save ourselves, when the processes of that salvation are not only not denied to others, but commended to them. We seek to undermine for others no industry by which they subsist; we are obligated to permit the undermining of none of our own which make for employment and maintained activities."
12/6/1921,Warren Harding,"Every contemplation, it little matters in which direction one turns, magnifies the difficulty of tariff legislation, but the necessity of the revision is magnified with it. Doubtless we are justified in seeking .1 More flexible policy than we have provided heretofore. I hope a way will be found to make for flexibility and elasticity, so that rates may be adjusted to meet unusual and changing conditions which can not be accurately anticipated. There are problems incident to unfair practices, and to exchanges which madness in money have made almost unsolvable. I know of no manner in which to effect this flexibility other than the extension of the powers of the Tariff Commission so that it can adapt itself to it scientific and wholly just administration of the law."
12/6/1921,Warren Harding,"I am not unmindful of the constitutional difficulties. These can be met by giving authority to the Chief Executive, who could proclaim-additional duties to meet conditions which the Congress may designate."
12/6/1921,Warren Harding,At this point I must disavow any desire to enlarge the Executive's powers or add to the responsibilities of the office. They are already too large. If there were any other plan I would prefer it.
12/6/1921,Warren Harding,"The grant of authority to proclaim would necessarily bring the Tariff Commission into new and enlarged activities, because no Executive could discharge. such a duty except upon the information acquired and recommendations made by this commission. But the plan is feasible, and the proper functioning of the board would give its it better administration of a defined policy than ever can be made possible by tariff duties prescribed without flexibility."
12/6/1921,Warren Harding,"There is a manifest difference of opinion about the merits of American valuation. Many nations have adopted delivery valuation as the basis for collecting duties; that is, they take the cost of the imports delivered at the port of entry as the basis for levying duty. It is no radical departure, in view of varying conditions and the disordered state of money values, to provide for American valuation, but there can not be ignored the danger of such a valuation, brought to the level of our own production costs, making our tariffs prohibitive. It might do so in many instances where imports ought to be encouraged. I believe Congress ought well consider the desirability of the only promising alternative, namely, a provision authorizing proclaimed American valuation, under prescribed conditions, on any given list of articles imported."
12/6/1921,Warren Harding,"In this proposed flexibility, authorizing increases to meet conditions so likely to change, there should also be provision for decreases. A rate may be just to-day, and entirely out of proportion six months from to-day. If our tariffs are to be made equitable, and not necessarily burden our imports and hinder our trade abroad, frequent adjustment will be necessary for years to come. Knowing the impossibility of modification by act of Congress for any one or a score of lines without involving a long array of schedules, I think we shall go a long ways toward stabilization, if there is recognition of the Tariff Commission's fitness to recommend urgent changes by proclamation."
12/6/1921,Warren Harding,"I am sure about public opinion favoring the early determination of our tariff policy. There have been reassuring signs of a business revival from the deep slump which all the world has been experiencing. Our unemployment, which gave its deep concern only a few weeks ago, has grown encouragingly less, and new assurances and renewed confidence will attend the congressional declaration that American industry will be held secure."
12/6/1921,Warren Harding,"Much has been said about the protective policy for ourselves making it impossible for our debtors to discharge their obligations to us. This is a contention not now pressing for decision. If we must choose between a people in idleness pressing for the payment of indebtedness, or a people resuming the normal ways of employment and carrying the credit, let us choose the latter. Sometimes we appraise largest the human ill most vivid in our minds. We have been giving, and are giving now, of our influence and appeals to minimize the likelihood of war and throw off the crushing burdens of armament. It is all very earnest, with a national soul impelling. But a people unemployed, and gaunt with hunger, face a situation quite as disheartening as war, and our greater obligation to-day is to do the Government's part toward resuming productivity and promoting fortunate and remunerative employment."
12/6/1921,Warren Harding,"Something more than tariff protection is required by American agriculture. To the farmer has come the earlier and the heavier burdens of readjustment. There is actual depression in our agricultural industry, while agricultural prosperity is absolutely essential to the general prosperity of the country."
12/6/1921,Warren Harding,"Congress has sought very earnestly to provide relief. It has promptly given such temporary relief as has been possible, but the call is insistent for the permanent solution. It is inevitable that large crops lower the prices and short crops advance them. No legislation can cure that fundamental law. But there must be some economic solution for the excessive variation in returns for agricultural production."
12/6/1921,Warren Harding,"It is rather shocking to be told, and to have the statement strongly supported, that 9,000,000 bales of cotton, raised on American plantations in a given year, will actually be worth more to the producers than 13,000,000 bales would have been. Equally shocking is the statement that 700,000,000 bushels of wheat, raised by American farmers, would bring them more money than a billion bushels. Yet these are not exaggerated statements. In a world where there are tens of millions who need food and clothing which they can not get, such a condition is sure to indict the social system which makes it possible."
12/6/1921,Warren Harding,"In the main the remedy lies in distribution and marketing. Every proper encouragement should be given to the cooperative marketing programs. These have proven very helpful to the cooperating communities in Europe. In Russia the cooperative community has become the recognized bulwark of law and order, and saved individualism from engulfment in social paralysis. Ultimately they will be accredited with the salvation of the Russian State."
12/6/1921,Warren Harding,"There is the appeal for this experiment. Why not try it? No one challenges the right of the farmer to a larger share of the consumer's pay for his product, no one disputes that we can not live without the farmer. Ile is justified in rebelling against the transportation cost. (liven a fair return for his labor, he will have less occasion to appeal for financial aid; and given assurance that his labors shall not be in vain, we reassure all the people of a production sufficient to meet our National requirement and guard against disaster."
12/6/1921,Warren Harding,"The base of the pyramid of civilization which rests upon the soil is shrinking through the drift of population from farm to city. For a generation we have been expressing more or less concern about this tendency. Economists have warned and statesmen have deplored. We thought for at time that modern conveniences and the more intimate contact would halt the movement, but it has gone steadily on. Perhaps only grim necessity will correct it, but we ought to find a less drastic remedy."
12/6/1921,Warren Harding,"The existing scheme of adjusting freight rates hits been favoring the basing points, until industries are attracted to some centers and repelled from others. A great volume of uneconomic and wasteful transportation has attended, and the cost increased accordingly. The grain-milling and meat-packing industries afford ample illustration, and the attending concentration is readily apparent. The menaces in concentration are not limited to the retardingly influences on agriculture. Manifestly the. conditions and terms of railway transportation ought not be permitted to increase this undesirable tendency. We have a just pride in our great cities, but we shall find a greater pride in the Nation, which has it larger distribution of its population into the country, where comparatively self-sufficient smaller communities may blend agricultural and manufacturing interests in harmonious helpfulness and enhanced good fortune. Such a movement contemplates no destruction of things wrought, of investments made, or wealth involved. It only looks to a general policy of transportation of distributed industry, and of highway construction, to encourage the spread of our population and restore the proper balance between city and country. The problem may well have your earnest attention."
